toxicity_score,sentiment_polarity,network_density,betweenness_centrality,sybil_probability,escalation_flag
0.2713490317738959,-0.5740716769821785,0.9840834691992951,0.23687055897448206,0.5125026487703317,0
0.8287375091519293,-0.7272570488264605,0.7682734138645182,0.7805255152438618,0.8064036172328395,1
0.3567533266935893,-0.9709106686642361,0.41776678216733376,0.2748060355481361,0.45923987759695806,0
0.28093450968738076,-0.29882488238680605,0.4213570022770702,0.8226143185136784,0.05195657755426841,0
0.5426960831582485,0.17983537370926617,0.7375823015888915,0.42373825364876283,0.7862781993840331,0
0.14092422497476265,-0.21551190980053536,0.23877714576830233,0.6675498992914705,0.2013637821359744,0
0.8021969807540397,-0.12505015595254187,0.11047411313139466,0.09553531383466818,0.2586208348880388,0
0.07455064367977082,0.8083173889874968,0.35462215764077654,0.623859324676573,0.1647063534322959,0
0.9868869366005173,-0.3034890659533993,0.28723899165408173,0.4517676787372291,0.33021506487149754,0
0.7722447692966574,0.027978978319621595,0.2963081204559901,0.5866084631754741,0.756751505688635,1
0.1987156815341724,0.5673060254822861,0.23360775104990994,0.16801420774486342,0.5193858595039373,0
0.005522117123602399,-0.20691443535745968,0.04209318963636188,0.7368737449441821,0.20488127415071256,0
0.8154614284548342,0.24417340045574698,0.01787393473341381,0.8627970775432285,0.8778300781520408,1
0.7068573438476171,0.7247274174934903,0.9877223897360315,0.21673980009077565,0.8795818549515292,1
0.7290071680409873,0.8990412473152842,0.42777313373586234,0.09571455552016173,0.8705784250460069,1
0.7712703466859457,-0.7058530381419241,0.3843266471596817,0.023638586046336396,0.23879621138153928,0
0.07404465173409036,0.8531752503229888,0.6796472826930698,0.641971500443266,0.4512393441809881,0
0.3584657285442726,-0.015767413840923616,0.21825388786506417,0.6070940360887808,0.9849896561408751,0
0.11586905952512971,-0.4835112234020833,0.9499611839502253,0.54669741271407,0.7720124763099904,0
0.8631034258755935,-0.08172848752347739,0.786345014415552,0.23194709611597542,0.027167421225559818,0
0.6232981268275579,0.9600651505709541,0.08941100231225951,0.39090599590551467,0.06520459126049205,0
0.3308980248526492,-0.014763812014260802,0.41758077578492836,0.594476335186173,0.46393137681233276,0
0.06355835028602363,-0.3424967794249836,0.8791183075621647,0.4967668588591694,0.9092202058615602,0
0.3109823217156622,0.26680170863345154,0.9447320222914103,0.9877855202148873,0.5387017979527142,0
0.32518332202674705,-0.5197087624436139,0.4674015112498697,0.13643975255673313,0.4978125080342902,0
0.7296061783380641,-0.8482733437826722,0.6134113892107077,0.6951445540475938,0.10547369995663058,0
0.6375574713552131,-0.7422405561787015,0.16703394609207523,0.4043187681042921,0.656780104724294,0
0.8872127425763265,-0.7439083220844551,0.9911686261369765,0.42819961492561476,0.8221031606002255,1
0.4722149251619493,-0.6961946129754113,0.2316717013834434,0.7175977656581762,0.38042000750756233,0
0.1195942459383017,-0.7223456547011797,0.9427317741351257,0.6924361513243696,0.7756118509253275,0
0.713244787222995,0.2817494896064292,0.6496466489923685,0.9912559937021883,0.9644766539008116,1
0.7607850486168974,-0.6362398312017103,0.6077367948788591,0.12839428945412523,0.2037664591276891,0
0.5612771975694962,-0.3086654333522736,0.5126885110165086,0.10410964938416634,0.5233296311947413,0
0.770967179954561,0.7935768198120237,0.2306698117177587,0.7243388171287412,0.28713795808457554,0
0.49379559636439074,-0.052076719474255295,0.17652803200550826,0.5783869170064091,0.7928544190338394,0
0.5227328293819941,0.33511547704205435,0.22048620907017535,0.27416066655980587,0.5775933658811575,0
0.42754101835854963,-0.6553602575967403,0.18643826214425452,0.0794193689889866,0.6345824175503038,0
0.02541912674409519,-0.6154219623826584,0.7795844735667533,0.08565824959643054,0.7979141596158941,0
0.10789142699330445,-0.9182627674670423,0.3501252591667301,0.8941908746641183,0.3959704726624549,0
0.03142918568673425,-0.6621298738556709,0.05784267656339637,0.1918673247187429,0.9150900684070432,0
0.6364104112637804,-0.44281932193608275,0.9691026301408113,0.32337156211552076,0.53302886724614,0
0.3143559810763267,-0.6459790314465064,0.8837858849634257,0.22665640222698802,0.157954822835348,0
0.5085706911647028,-0.8225949324858888,0.927752283195213,0.3549963058319373,0.6958991181688025,0
0.907566473926093,-0.7587282577987984,0.9949078226464353,0.06942384274609337,0.7932613504382544,1
0.24929222914887494,-0.07844246393454846,0.1738952492194873,0.5190597909082704,0.31676167706752667,0
0.41038292303562973,-0.587332563188415,0.39624201890265875,0.0676125635922149,0.857179256998753,0
0.7555511385430487,-0.2714602779038491,0.7582384757040913,0.8003565078223616,0.9061432547657664,1
0.22879816549162246,0.0068345417097137595,0.6960206180537922,0.23371208191043302,0.2769044873778089,0
0.07697990982879299,0.3807896572587306,0.15389590633985506,0.5400119146045106,0.9835214727152221,0
0.289751452913768,-0.9213757203178021,0.8158331249906178,0.8800790875614583,0.14071152804875842,0
0.16122128725400442,0.5988207978180853,0.22444057183666066,0.6508773690471942,0.20201566840248997,0
0.9296976523425731,0.2558007789818155,0.22381761482262308,0.5329577865513353,0.18422483923802613,0
0.808120379564417,-0.8364819361022562,0.5369744228934136,0.3243337531153756,0.8939897100078704,1
0.6334037565104235,0.7471572482135544,0.5929399348417032,0.33300191305819793,0.6542925523249619,0
0.8714605901877177,0.8417448010636264,0.5800862078378112,0.6694869551981901,0.15210428322227287,0
0.8036720768991145,-0.8778440802902725,0.09148683739775487,0.9941393612211675,0.440323418368349,0
0.18657005888603584,-0.44624470370559255,0.8774608626303804,0.6618391898493786,0.615298025069802,0
0.8925589984899778,0.6124025595861227,0.26560004258870606,0.5577834173700249,0.08346408498938329,0
0.5393422419156507,0.4965193807673167,0.12951492128280417,0.7306505102392461,0.8824163684073387,0
0.8074401551640625,-0.6309579612872454,0.8887480798689772,0.46520561228371815,0.8036035354415352,1
0.8960912999234932,-0.5813013533265794,0.9556514982297534,0.060142342600785215,0.5052067735766382,0
0.3180034749718639,-0.25905579441723603,0.8621276172654506,0.5622968158779098,0.9671266152591704,0
0.11005192452767676,-0.030954029617957346,0.8095160747248781,0.9576252845053802,0.4177609792750997,0
0.22793516254194168,0.2365095430605919,0.6552419806390217,0.17530294235765964,0.9841103190364978,0
0.4271077886262563,-0.2621727208604552,0.5508573706091393,0.6900048908206657,0.6679199988036271,0
0.8180147659224931,-0.07493056773370421,0.08698675991141014,0.20093368865905648,0.6346712732539415,1
0.8607305832563434,0.49494187626751307,0.4084532130706987,0.5358276844730813,0.165954895295785,0
0.006952130531190703,-0.9266335942188042,0.372688517012314,0.09667644964671962,0.881927758304644,0
0.5107473025775657,-0.4951261113119585,0.2597537837603262,0.45037093625818514,0.42748968792061515,0
0.417411003148779,0.4266991717691049,0.7234201136885849,0.7561633288952461,0.16223340578247936,0
0.22210781047073025,0.7904136753743987,0.4958757350787708,0.3475715242389821,0.01260751997575904,0
0.1198653673336828,0.02335488423133225,0.08104621590764793,0.664911724487218,0.5597556836383826,0
0.33761517140362796,0.06422697053063131,0.22018320194981134,0.7954499607897292,0.5273996221226763,0
0.9429097039125192,-0.7856559773204479,0.6832587636595959,0.9271778194794527,0.7193536223691586,1
0.32320293202075523,-0.10517526635309071,0.07613085949030018,0.23464208185545354,0.8902580530178021,0
0.5187906217433661,0.06523453291004633,0.8512069140487687,0.39931591580930814,0.07940658464302952,0
0.7030189588951778,-0.5150589927305407,0.4951465270139743,0.15241601333041743,0.7314964903403623,1
0.363629602379294,-0.4615135381012381,0.480586577326648,0.9924835021583752,0.18741194409758222,0
0.9717820827209607,-0.2454316737907547,0.5924077846595176,0.9270009679242953,0.858177053157164,1
0.9624472949421112,-0.9598576044445473,0.8246809659251492,0.5399571302805596,0.8190635138616561,1
0.25178229582536416,-0.35584166883364343,0.34780920790219305,0.8420332943764213,0.5407937549855444,0
0.49724850589238545,-0.5771039860069107,0.6780161525590636,0.5209579772720422,0.7102427986233115,0
0.30087830981676966,-0.3450052956441707,0.5657319639957911,0.6235856880027597,0.3143501131837484,0
0.2848404943774676,-0.7604757363614976,0.2670282701694213,0.08912443211601662,0.47116789893281463,0
0.036886947354532795,0.7810545614797899,0.878629986355158,0.7552704204968079,0.8216368977104717,0
0.6095643339798968,0.18718490710809732,0.7974260216069281,0.12771348363523483,0.4592651971732139,0
0.5026790232288615,0.3582046382889792,0.6584518346584255,0.8260676302525284,0.3577982653254418,0
0.05147875124998935,0.5783424772146766,0.8505817290942419,0.7820280876703859,0.4942124472502999,0
0.27864646423661144,-0.003115602141885443,0.8672942009598024,0.7087446977429764,0.8282492524372184,0
0.9082658859666537,-0.8261594238251526,0.7083629767150348,0.036160380524762115,0.33520804737087273,0
0.23956189066697242,0.07421308363709556,0.837013328363672,0.3031283559453286,0.1737615931357438,0
0.1448948720912231,0.17368223604175825,0.6974714616692836,0.26311256991084286,0.7120140203307808,0
0.489452760277563,0.49087894836866,0.6801407717603004,0.3601364074715191,0.8259782127080818,0
0.9856504541106007,-0.13668090754064122,0.6186113782151843,0.08764274676383854,0.10063747852353333,0
0.2420552715115004,-0.7448393944088725,0.7527166395576412,0.9369578230310628,0.23987411275594472,0
0.6721355474058786,-0.43244818840255106,0.1586051052930737,0.5538022407123763,0.1419719897609939,0
0.7616196153287176,-0.2738354072027298,0.8808707591989284,0.30552431065802355,0.3479414115821666,0
0.23763754399239967,0.29183448266320244,0.871843527745232,0.3969815170742834,0.45035097890541265,0
0.7282163486118596,0.14155660933782377,0.029247283034559146,0.44720254050483565,0.7488263369633065,1
0.3677831327192532,-0.2878065482043075,0.8258167505647627,0.6005943333606173,0.6511475848816741,0
0.6323058305935795,0.9730304975859594,0.1288698674734452,0.5156794276964978,0.6209285674784312,0
0.6335297107608947,0.2115496387137743,0.3351188542591419,0.9193919732144173,0.3523749466096544,0
0.5357746840747585,-0.525546416528011,0.7435082562916078,0.49696348290583026,0.8414475530847599,0
0.0902897700544083,-0.7964350547591925,0.1607598960483082,0.9921580148233127,0.47128716739816456,0
0.835302495589238,-0.694281721631336,0.8179670241190622,0.8514249577450957,0.9791049380151545,1
0.32078006497173583,-0.5080845432309837,0.8321341779577419,0.2085105143573358,0.6341421382957368,0
0.18651851039985423,-0.6786372534808887,0.5074677337608362,0.9305952146439163,0.12626474156450274,0
0.040775141554763916,-0.6268659518973885,0.00638587171683358,0.11636639788547609,0.676177562075434,0
0.5908929431882418,-0.4298096626123058,0.2870381331749128,0.8174497084911916,0.325104015431699,0
0.6775643618422824,-0.6532528094104904,0.6169269183757422,0.3806232934765801,0.6863271966860974,0
0.016587828927856152,0.7935308492528503,0.9811861780274235,0.8779743204450695,0.06964114816240574,0
0.512093058299281,-0.8395325086767156,0.6318135270166684,0.8680566901074503,0.1748814371759594,0
0.22649577519793795,0.04902277914050934,0.2598035810641598,0.8059254001176211,0.8557372589057863,0
0.6451727904094499,-0.17920634602067698,0.6340057030996114,0.7900304363070614,0.2271795570235149,0
0.17436642900499144,0.9647572338172128,0.5399853797158555,0.3046791390980408,0.83704112524294,0
0.690937738102466,-0.7759221956638953,0.7798453951511436,0.08091928305125218,0.27927608845441043,0
0.3867353463005374,-0.20428880190851673,0.10698063882695841,0.40298017876516146,0.6428819100587077,0
0.9367299887367345,0.9389408665507377,0.761027902502028,0.17352451498650867,0.694150573509831,1
0.13752094414599325,0.7310142517879605,0.5412665786761103,0.6949510889024617,0.5126547531450529,0
0.3410663510502585,0.6341441418985598,0.9629920038589946,0.34609972653778553,0.3053106766967313,0
0.11347352124058907,-0.48419434591012034,0.3418721660386861,0.9756102008599149,0.21264437637109612,0
0.9246936182785628,-0.6582248252198684,0.6326218931339481,0.640972077345332,0.03318935456242622,0
0.877339353380981,0.337286439848862,0.9320281055100175,0.822480563634361,0.3039464012407238,0
0.2579416277151556,0.8587519782551716,0.10250972799067926,0.13252467274184843,0.653162790531283,0
0.659984046034179,0.11352578602785957,0.9372284872364511,0.8620144822726226,0.9383048184484827,0
0.8172222002012158,0.1432253789397997,0.6878857223008134,0.9227571905133943,0.871204482263052,1
0.5552008115994623,-0.44004181267943165,0.0678370591051719,0.4870619188189359,0.7660647765353026,0
0.5296505783560065,0.5389858663838738,0.30096356694681625,0.6062529377509774,0.7884473432532987,0
0.24185229090045168,-0.6259125028849533,0.7081720886452816,0.7648098009029954,0.6649849034759953,0
0.09310276780589921,-0.35264152719151265,0.0673506014687717,0.17483862726041255,0.260286857566003,0
0.8972157579533268,-0.14912712276716644,0.5821704601762733,0.5025660764634424,0.9071950307058299,1
0.9004180571633305,0.015220757368910043,0.34588305695295674,0.3986630277723131,0.670732311905834,1
0.6331014572732679,-0.5151805351698395,0.6209155177674771,0.1463739921622491,0.56044063098044,0
0.3390297910487007,-0.7703263505215929,0.04574203381251285,0.36753442229153144,0.11098946921348107,0
0.3492095746126609,0.2212400848832652,0.8715368061523763,0.06817230938549357,0.4470555438064254,0
0.7259556788702394,-0.42273889351948846,0.9734889691773969,0.025811906949486985,0.4603582712019263,0
0.8971102599525771,0.16247644284522456,0.9688778552856915,0.13516628915482276,0.86456360952267,1
0.8870864242651173,-0.6912745694515954,0.7496518317429247,0.9631151115891738,0.5466482201877885,0
0.7798755458576239,-0.03771979629036504,0.13008624013063197,0.549529535895017,0.38040054897040965,0
0.6420316461542878,0.06517886510317172,0.7582631959290226,0.96582216115322,0.9768003285106593,0
0.08413996499504883,-0.8963529263551462,0.02458691645880151,0.432497878330132,0.11072059332631567,0
0.16162871409461377,-0.32679144361215884,0.022123551528997254,0.3118161330852596,0.4225484283119446,0
0.8985541885270792,-0.7311706461220515,0.32361021914954125,0.5061418628402441,0.04202467517140529,0
0.6064290596595899,-0.8732500590544645,0.48864319040466575,0.4395116886329101,0.7399041207669304,0
0.009197051616629648,0.9799204647798905,0.7704074178077932,0.10566468426174391,0.9180765521991506,0
0.1014715428660321,-0.35529231005055406,0.6832953766065052,0.6408263146902062,0.28003732955048943,0
0.6635017691080558,0.6197488917092697,0.44590270637674834,0.2160381825095996,0.8583416767991209,0
0.005061583846218687,-0.4907186904724723,0.2736266662816659,0.6195879548978296,0.29221823046189777,0
0.16080805141749865,0.36300544444785854,0.9971245001577111,0.6502010923981534,0.9107701616439152,0
0.5487337893665861,0.5204557197793731,0.42618130223597295,0.1520248531286481,0.7539619035967839,0
0.6918951976926933,0.19127748121568855,0.4513870243296755,0.06134962711066816,0.8049067768414386,0
0.6519612595026005,-0.05684762289968326,0.16362382119166918,0.7807615860684398,0.0180065556004545,0
0.22426930946055978,-0.17631817170546293,0.7948095487499294,0.4598004237693202,0.962810357074026,0
0.7121792213475359,-0.3022634669140094,0.6936822257814886,0.05816379550547579,0.7266709920703233,1
0.23724908749680007,0.8590582884956517,0.2207696127887604,0.9948663171697671,0.3047510953861333,0
0.3253996981592677,0.6612388155754583,0.0823810456158427,0.05778056099636664,0.8293946648588469,0
0.7464914051180241,0.9300538213330252,0.6804993020747131,0.6950352288585532,0.28152119841492995,0
0.6496328990472147,-0.7514055530289105,0.6545112142811352,0.9836789252634136,0.872753839566128,0
0.8492234104941779,0.4617349504072885,0.2732595269982093,0.23918010421592562,0.11258039041193701,0
0.6576128923003434,0.8766809136420757,0.9508635622504104,0.14224936868719618,0.7036859774607958,0
0.5683086033354716,-0.6375338676686797,0.15105789178090023,0.1213849394224289,0.5406984766449103,0
0.09367476782809248,-0.867007465266445,0.4323348010426019,0.30327514756759555,0.09653447019544081,0
0.3677158030594335,0.4822412985801181,0.9436159201675989,0.10104581101064669,0.24189382825883898,0
0.26520236768172545,0.1489462263598238,0.4197273169261223,0.6921613416941319,0.01240403627731479,0
0.24398964337908358,0.6836575535165441,0.6385259476640855,0.06229179813006269,0.46876796546450583,0
0.9730105547524456,-0.720455246747421,0.3975943979627943,0.5094221281497897,0.3012652607600004,0
0.3930977246667604,0.5905346237197804,0.27421520234867003,0.9966968538529768,0.5983574842977588,0
0.8920465551771133,-0.5967453599045109,0.9839776479598282,0.8139702695060188,0.2972378077086172,0
0.6311386259972629,-0.672688114268591,0.409334006315043,0.6152194382310109,0.2999191115069847,0
0.7948113035416484,-0.6714684041380141,0.8940992036791344,0.30625362078661167,0.7431931987316034,1
0.5026370931051921,0.6291494404627642,0.22995460589108618,0.6238958362916385,0.04814283597835345,0
0.5769038846263591,0.33039444139240026,0.2131047040250833,0.5270414639116516,0.9028949951919872,0
0.4925176938188639,0.04613084953823865,0.03113408288451136,0.4260833838903715,0.8522638743911815,0
0.1952429877980445,-0.282339031752995,0.651666825375885,0.13071037674019947,0.6678046832264065,0
0.7224521152615053,0.7544010816262166,0.36852634372376114,0.8866042152404667,0.5932215701073843,0
0.2807723624408558,-0.21510978515472923,0.864358249839637,0.4497846488213225,0.8923024981396522,0
0.02431596643145384,0.6331988789431542,0.47320990669155716,0.19462251182076507,0.18533017952871444,0
0.6454722959071678,-0.12173018285956316,0.9681934279147217,0.3677593508772896,0.07896916219082861,0
0.17711067940704894,-0.24611114115018484,0.18552551570312115,0.41412975252892703,0.2395101699095381,0
0.9404585843529143,-0.07464042866078713,0.8686231679556108,0.8275378955668743,0.7945782787001903,1
0.9539285770025874,-0.39724425167171584,0.7765968527917417,0.733614380561402,0.03467026672648332,0
0.9148643902204485,0.49521876035250223,0.770921844644052,0.7693048936413398,0.5828068350834896,0
0.3701587002554444,0.005440780184958305,0.8447832281168877,0.011031264428647214,0.9954375161913099,0
0.015456616528867428,-0.5355746097063654,0.7610239909429989,0.4161539981797615,0.8556960938375394,0
0.9283185625877254,0.7991491465491369,0.6262203216314154,0.4813441516353236,0.5214456890435895,0
0.42818414831731433,-0.23221755725357718,0.13124487768238757,0.019192276823056686,0.06364090928664234,0
0.9666548190436696,0.08710572222797719,0.032526179491251916,0.2598132087450342,0.8313735143857098,1
0.9636199770892528,0.8129442219290939,0.9208478478156868,0.760289823122135,0.5989785081772105,0
0.8530094554673601,0.2484759918279842,0.616650314520738,0.13710970572899905,0.11493299705956683,0
0.2944488920695857,-0.7662039185832719,0.7965372909761763,0.5353101314525917,0.0938572848233562,0
0.38509772860192526,0.8796642472269502,0.4815223515125501,0.2152018720172375,0.9096268194365924,0
0.8511366715168569,0.2554161061428357,0.11730818896239448,0.012120774643893273,0.6692002629380784,1
0.31692200515627766,-0.33018877068582775,0.12518579220255044,0.24120145759954148,0.8292867993167555,0
0.1694927466860925,-0.7214558546732255,0.6855652872289714,0.9758737549100538,0.8789789002822673,0
0.5568012624583502,0.588050378540592,0.4303058948994627,0.8015371118829896,0.5717723520483222,0
0.936154774160781,0.24014551185702704,0.20052472670033672,0.9595766443210334,0.5174463517550413,0
0.696029796674973,0.06692218395264304,0.4915945467414369,0.48785404392636245,0.4304274103209902,0
0.570061170089365,0.7877851661019153,0.06420893707513409,0.1097361986775035,0.3169465877911193,0
0.09717649377076854,0.5771944224490615,0.5819714019143988,0.547959488973693,0.43459596085871177,0
0.6150072266991697,-0.6966502405344976,0.26899340443509767,0.4543773345599609,0.7738796557301564,0
0.9900538501042633,-0.37655586440890354,0.7975591006371882,0.844357082739616,0.6019234310151316,1
0.14008401523652403,-0.5030217203710685,0.31036195892357377,0.09808258078424459,0.8925232899548461,0
0.5183296523637367,0.48789258514535394,0.4552201490818012,0.4882411370217782,0.4433800143791877,0
0.8773730719279554,-0.9329351305284412,0.011620539908100636,0.15004866469398426,0.607089578718754,1
0.7407686177542044,0.13977936974263305,0.07244688779455888,0.32467592689006,0.6313075530919887,1
0.697015740995268,0.5249173714813811,0.3924935564066848,0.7373570773877997,0.5916971623063255,0
0.7024840839871093,0.7535312735234989,0.4799388347171235,0.47601812936876653,0.7026337730855163,1
0.35949115121975517,-0.3158365025681851,0.6000205481193037,0.37588828514576933,0.23743346837480628,0
0.29359184426449336,0.6425146093440257,0.29166257870930323,0.3944762785700353,0.5123637775457907,0
0.8093611554785136,-0.7787365260895855,0.6949818861265425,0.45944676840598664,0.10422480280834767,0
0.8101133946791808,0.6929045834690364,0.8601223971892046,0.7850165438370569,0.38451132764481255,0
0.8670723185801037,-0.7450226753360352,0.7798509888933498,0.8920846889402344,0.4876670686212644,0
0.9132405525564713,-0.20542541887926546,0.039618825348357145,0.9553346865039283,0.6522242595454725,1
0.5113423988609378,0.5945907315591072,0.48050694725782894,0.7869033862552951,0.9505310525862035,0
0.5015162946871996,-0.7001651453024524,0.10493017841817487,0.31540689574801273,0.6006510665483559,0
0.7982951789667752,-0.541497209534717,0.24204501586252747,0.6881347060865421,0.7435939161765598,1
0.6499639307777652,0.44450513678613257,0.9866625932671464,0.4376031240553919,0.5062660594952028,0
0.7019668772577033,0.4400730730921487,0.14249554290151323,0.2546706220460512,0.6341040313763313,1
0.795792669436101,0.2822952657705946,0.49888815345135606,0.8408715794259226,0.07093221613377343,0
0.8900053418175663,0.38789688893420005,0.6181557343181191,0.038426348962324997,0.254391580841847,0
0.3379951568515358,0.08544888669519235,0.702464970544104,0.9017619921354235,0.3618530932051387,0
0.375582952639944,-0.4964018821860945,0.5596486834869141,0.46147746462473416,0.47249335500651357,0
0.093981939840869,-0.3086080129921611,0.00977084741918366,0.6372014768082804,0.045648745502383736,0
0.578280140996174,-0.6368045663971487,0.3264613082439919,0.6593539222057827,0.14002409755331768,0
0.035942273796742086,0.8169011226672567,0.5177116433847114,0.8951177407065364,0.2768143077913058,0
0.46559801813246016,0.16678358953224093,0.08786649914483335,0.6366696821672073,0.9715326909010507,0
0.5426446347075766,-0.19829716647272022,0.35062693120918076,0.6139335847600618,0.33134700710305076,0
0.2865412521282844,-0.07598839271173463,0.033203108791366565,0.06665204056068996,0.48204105811208253,0
0.5908332605690108,0.8945666792236306,0.07857849715502074,0.5184080219452041,0.19609771273839294,0
0.03050024993904943,-0.6932971937678396,0.39692327620159606,0.15016900081704165,0.6107800710757683,0
0.03734818874921442,0.17245966403359447,0.13271575404306035,0.7374337687214856,0.2806832155159743,0
0.8226005606596583,0.011777357768931962,0.5675408482615582,0.5122219208126745,0.20699257843842678,0
0.3601906414112629,0.22290847086929566,0.6894649691372657,0.6802277792083533,0.5165726284459791,0
0.12706051265188478,-0.963779632358319,0.8005866991090829,0.041672900602384266,0.005505799160420821,0
